AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,3427150,,,29.47,+0.08,-1.03,-0.33,-4.26,12.32,,,+0.08 - +0.18%,+0.18%,,USD,43.89,43.47,43.47 - 43.89,,,,12/7/2016,1.20,2.73,2.54B,2.85,0.68,3.08,2.16,,11/14/2016,44.65,,,,,,,,2/10/2017,2017-02-10 17:31:00 UTC+0000,43.62,,12:31pm,12:31pm - <b>43.62</b>,,,25.43B,,Archer-Daniels-Midland Company,,44.15,43.67,,1.15,20.19,,-8.90%,+0.18%,-2.32%,-0.76%,+39.36%,43.54,1.48,15.31,14.16,,0.41,,3.65,NYQ,ADM,,,43.95,920528,47.88,31.30,31.30 - 47.88,ADM
,,97.8600,,2138460,97.8500,,8.4990,+0.2058,-3.6392,4.4041,-6.2342,17.2858,,,+0.2058 - +0.2107%,+0.2107%,,USD,98.3000,97.4600,97.4600 - 98.3000,,,,4/1/2017,2.2800,2.3600,2.73B,3.6600,0.7000,4.0400,3.7220,,12/7/2016,101.4950,,,,,,,,2/10/2017,2017-02-10 20:06:00 UTC+0000,97.8558,,3:06pm,3:06pm - <b>97.8558</b>,,,43.93B,,"Automatic Data Processing, Inc.",,100.0000,97.7000,,2.2900,26.2912,,-5.9892%,+0.2107%,-3.5856%,+4.7127%,+21.4544%,97.6500,11.4896,26.7366,24.2217,,3.6375,,3.6800,NMS,ADP,,,93.4517,873939,104.0900,80.5700,80.5700 - 104.0900,ADP
,,,,602250,,,28.788,-1.441,-3.239,8.049,-14.491,45.869,,,-1.441 - -0.630%,-0.630%,,USD,228.640,224.380,224.380 - 228.640,,,,3/17/2017,2.080,0.920,1.57B,18.490,3.770,21.080,7.340,,11/1/2016,230.438,,,,,,,,2/10/2017,2017-02-10 19:44:00 UTC+0000,227.199,,2:44pm,2:44pm - <b>227.199</b>,,,13.09B,,Alliance Data Systems Corporati,,249.430,228.640,,1.020,30.954,,-5.996%,-0.630%,-1.406%,+3.673%,+25.296%,228.640,7.942,12.288,10.778,,1.845,,6.430,NYQ,ADS,,,219.150,337340,241.690,181.330,181.330 - 241.690,ADS
,,83.38,,2430550,83.37,,4.77,-0.51,3.44,11.34,-1.74,40.36,,,-0.51 - -0.61%,-0.61%,,USD,84.46,82.38,82.38 - 84.46,,,,,0.00,0.00,-130.10M,-0.57,-0.13,-0.12,-2.00,,3/22/2005,79.93,,,,,,,,2/10/2017,2017-02-10 19:04:00 UTC+0000,83.37,,2:04pm,2:04pm - <b>83.37</b>,,,18.55B,,"Autodesk, Inc.",,83.69,83.97,,-6.22,,,-2.04%,-0.61%,+4.31%,+15.74%,+93.84%,83.88,17.60,,,,8.48,,5.34,NMS,ADSK,,,72.03,1039142,85.11,43.01,43.01 - 85.11,ADSK
,,,,1309800,,,29.65,+0.08,0.67,2.56,-1.10,8.14,,,+0.08 - +0.15%,+0.15%,,USD,53.02,52.58,52.58 - 53.02,,,,12/30/2016,1.76,3.34,2.29B,2.68,0.42,2.77,2.67,,12/5/2016,52.31,,,,,,,,2/10/2017,2017-02-10 18:30:00 UTC+0000,52.98,,1:30pm,1:30pm - <b>52.98</b>,,,12.85B,,Ameren Corporation Common Stock,,52.36,52.72,,3.39,19.81,,-2.03%,+0.15%,+1.28%,+5.07%,+18.15%,52.90,1.78,19.77,19.13,,2.20,,5.76,NYQ,AEE,,,50.42,429939,54.08,44.84,44.84 - 54.08,AEE
,,,,2532650,,,35.381,+0.495,0.767,0.288,-7.405,6.025,,,+0.495 - +0.781%,+0.781%,,USD,64.075,63.310,63.310 - 64.075,,,,3/10/2017,2.360,3.700,5.44B,3.670,0.890,3.880,1.242,,2/8/2017,63.148,,,,,,,,2/10/2017,2017-02-10 18:53:00 UTC+0000,63.915,,1:53pm,1:53pm - <b>63.915</b>,,,31.43B,,American Electric Power Company,,67.030,63.350,,11.660,51.461,,-10.383%,+0.781%,+1.214%,+0.452%,+10.408%,63.420,1.792,17.416,16.473,,1.904,,2.340,NYQ,AEP,,,63.627,1255729,71.320,57.890,57.890 - 71.320,AEP
,,,,5372470,,,4.372,+0.115,0.051,-0.359,-1.735,2.705,,,+0.115 - +1.003%,+1.003%,,USD,11.620,11.450,11.450 - 11.620,,,,2/15/2017,0.480,4.250,3.43B,0.980,0.280,1.110,-0.409,,1/30/2017,11.534,,,,,,,,2/10/2017,2017-02-10 18:28:00 UTC+0000,11.585,,1:28pm,1:28pm - <b>11.585</b>,,,7.64B,,The AES Corporation Common Stoc,,12.430,11.470,,4.380,,,-13.026%,+1.003%,+0.440%,-3.007%,+30.462%,11.470,2.624,11.821,10.437,,0.537,,1.490,NYQ,AES,,,11.944,1793359,13.320,8.880,8.880 - 13.320,AES
,,,,3211610,,,50.84,+0.47,-0.17,2.65,-14.82,24.53,,,+0.47 - +0.39%,+0.39%,,USD,121.87,121.01,121.01 - 121.87,,,,1/27/2017,1.00,0.83,6.20B,8.80,2.34,9.78,6.41,,1/10/2017,121.85,,,,,,,,2/10/2017,2017-02-10 18:51:00 UTC+0000,121.68,,1:51pm,1:51pm - <b>121.68</b>,,,42.79B,,Aetna Inc. Common Stock,,139.56,121.72,,1.00,18.98,,-10.86%,+0.39%,-0.14%,+2.23%,+25.25%,121.21,2.38,13.83,12.44,,0.67,,1.94,NYQ,AET,,,119.03,742820,136.50,97.15,97.15 - 136.50,AET
,,,,2321150,,,50.4720,+0.0889,0.3007,-1.1001,-4.5111,13.7289,,,+0.0889 - +0.1272%,+0.1272%,,USD,70.1000,69.9100,69.9100 - 70.1000,,,,3/1/2017,1.7200,2.5000,4.12B,6.4000,1.6100,6.7100,6.4200,,11/14/2016,69.6882,,,,,,,,2/10/2017,2017-02-10 19:58:00 UTC+0000,69.9889,,2:58pm,2:58pm - <b>69.9889</b>,,,28.40B,,AFLAC Incorporated Common Stock,,71.6200,70.0000,,1.5700,10.9017,,-6.0552%,+0.1272%,+0.4315%,-1.5475%,+24.4026%,69.9000,1.3849,10.9358,10.4305,,1.2574,,4.2700,NYQ,AFL,,,71.0890,1672121,74.5000,56.2600,56.2600 - 74.5000,AFL
,,,,4757740,,,221.28,+0.74,28.95,23.18,-54.90,61.92,,,+0.74 - +0.30%,+0.30%,,USD,246.91,243.50,243.50 - 246.91,,,,3/28/2017,2.80,1.19,6.81B,16.04,4.08,17.81,35.66,,,217.47,,,,,,,,2/10/2017,2017-02-10 18:44:00 UTC+0000,246.42,,1:44pm,1:44pm - <b>246.42</b>,,,92.43B,,Allergan plc Ordinary Shares,,268.26,245.50,,1.14,6.91,,-18.22%,+0.30%,+13.31%,+10.39%,+33.56%,245.68,1.11,15.37,13.84,,5.52,,5.06,NYQ,AGN,,,223.24,2041865,301.32,184.50,184.50 - 301.32,AGN
,,,,5556300,,,85.02,+0.41,-0.38,3.58,-2.15,16.91,,,+0.41 - +0.63%,+0.63%,,USD,65.58,64.93,64.93 - 65.58,,,,12/22/2016,1.28,1.97,5.33B,3.76,1.23,5.32,0.31,,12/6/2016,65.70,,,,,,,,2/9/2017,2017-02-09 21:00:00 UTC+0000,65.32,,4:00pm,4:00pm - <b>65.32</b>,,,67.09B,,"American International Group, I",,72.00,65.04,,0.69,212.77,,-3.19%,+0.63%,-0.58%,+5.79%,+34.93%,64.91,0.76,17.37,12.28,,1.25,,3.50,NYQ,AIG,,,61.74,5373053,67.47,48.41,48.41 - 67.47,AIG
,,,,1301210,,,10.69,-0.18,0.54,1.14,-2.79,9.69,,,-0.18 - -0.40%,-0.40%,,USD,45.37,44.73,44.73 - 45.37,,,,2/28/2017,1.44,3.25,573.94M,0.54,0.12,0.61,2.67,,11/16/2016,44.58,,,,,,,,2/9/2017,2017-02-09 21:00:00 UTC+0000,45.12,,4:00pm,4:00pm - <b>45.12</b>,,,7.05B,,Apartment Investment and Manage,,47.15,45.13,,11.82,16.90,,-5.82%,-0.40%,+1.22%,+2.60%,+27.35%,45.30,4.24,83.56,73.97,,7.26,,3.28,NYQ,AIV,,,43.98,1079558,47.91,35.43,35.43 - 47.91,AIV
,,,,431444,,,71.27,+1.51,-2.41,3.81,-6.10,26.46,,,+1.51 - +1.65%,+1.65%,,USD,92.87,91.19,91.19 - 92.87,,,,3/20/2017,2.12,2.18,1.04B,6.42,1.60,7.34,9.13,,11/23/2016,95.28,,,,,,,,2/10/2017,2017-02-10 19:29:00 UTC+0000,92.87,,2:29pm,2:29pm - <b>92.87</b>,,,5.34B,,"Assurant, Inc. Common Stock",,97.75,91.36,,0.53,10.17,,-6.17%,+1.65%,-2.53%,+4.28%,+39.84%,91.36,1.28,14.47,12.65,,0.70,,3.96,NYQ,AIZ,,,89.06,247620,98.97,66.41,66.41 - 98.97,AIZ
,,,,1081610,,,20.17,+0.46,2.13,4.53,-0.01,17.20,,,+0.46 - +0.84%,+0.84%,,USD,55.18,54.47,54.47 - 55.18,,,,3/17/2017,1.56,2.89,861.17M,3.02,1.06,3.39,2.32,,11/30/2016,53.04,,,,,,,,2/10/2017,2017-02-10 18:38:00 UTC+0000,55.17,,1:38pm,1:38pm - <b>55.17</b>,,,9.84B,,Arthur J. Gallagher & Co. Commo,,58.38,54.83,,1.55,23.78,,-0.02%,+0.84%,+4.01%,+8.96%,+45.30%,54.71,2.71,18.27,16.27,,1.76,,2.53,NYQ,AJG,,,50.64,403358,55.18,37.97,37.97 - 55.18,AJG
,,63.820,,1891760,63.810,,18.602,-0.035,-4.660,3.057,-7.825,16.015,,,-0.035 - -0.055%,-0.055%,,USD,64.280,63.500,63.500 - 64.280,,,,,,,804.20M,2.800,0.670,3.180,1.790,,,68.475,,,,,,,,2/10/2017,2017-02-10 20:36:00 UTC+0000,63.815,,3:36pm,3:36pm - <b>63.815</b>,,,11.06B,,"Akamai Technologies, Inc.",,71.850,63.850,,1.580,35.651,,-10.923%,-0.055%,-6.805%,+5.032%,+33.504%,63.850,3.432,22.791,20.068,,4.730,,5.930,NMS,AKAM,,,60.757,1974713,71.640,47.800,47.800 - 71.640,AKAM
,,,,852300,,,29.33,-0.17,1.68,8.47,-2.15,43.70,,,-0.17 - -0.18%,-0.18%,,USD,94.45,93.27,93.27 - 94.45,,,,1/2/2017,1.22,1.29,972.98M,3.52,0.95,4.06,1.91,,12/13/2016,92.06,,,,,,,,2/10/2017,2017-02-10 20:16:00 UTC+0000,93.74,,3:16pm,3:16pm - <b>93.74</b>,,,10.54B,,Albemarle Corporation Common St,,98.21,94.45,,4.12,49.08,,-2.24%,-0.18%,+1.82%,+9.94%,+87.33%,93.91,3.20,26.63,23.09,,2.99,,3.42,NYQ,ALB,,,85.27,439186,95.89,50.04,50.04 - 95.89,ALB
,,,,1271030,,,23.23,-0.66,5.34,20.40,-1.14,43.24,,,-0.66 - -0.67%,-0.67%,,USD,98.83,97.31,97.31 - 98.83,,,,12/1/2016,1.10,1.16,1.79B,7.89,2.42,8.74,7.13,,11/10/2016,92.41,,,,,,,,2/10/2017,2017-02-10 19:22:00 UTC+0000,97.75,,2:22pm,2:22pm - <b>97.75</b>,,,12.05B,,"Alaska Air Group, Inc. Common S",,106.58,98.37,,1.20,13.71,,-1.15%,-0.67%,+5.78%,+26.37%,+79.32%,98.41,4.24,12.25,11.18,,2.10,,6.42,NYQ,ALK,,,77.35,748727,98.89,54.51,54.51 - 98.89,ALK
,,,,2150830,,,51.4400,+0.8239,4.1009,8.4202,-0.0161,16.3939,,,+0.8239 - +1.0516%,+1.0516%,,USD,79.1900,78.1300,78.1300 - 79.1900,,,,1/3/2017,1.3200,1.6900,3.46B,6.2200,1.2000,6.8800,4.6700,,11/28/2016,75.0730,,,,,,,,2/10/2017,2017-02-10 18:02:00 UTC+0000,79.1739,,1:02pm,1:02pm - <b>79.1739</b>,,,28.98B,,Allstate Corporation (The) Comm,,81.6700,78.5500,,0.9000,16.9537,,-0.0203%,+1.0516%,+5.4625%,+11.9007%,+26.1132%,78.3500,1.5231,12.7289,11.5078,,0.7849,,2.3700,NYQ,ALL,,,70.7537,750224,79.1900,62.7800,62.7800 - 79.1900,ALL
,,,,774987,,,1.58,+0.28,5.99,4.30,-1.48,15.13,,,+0.28 - +0.39%,+0.39%,,USD,72.36,71.50,71.50 - 72.36,,,,3/31/2017,0.64,0.95,488.30M,3.40,1.01,4.11,2.33,,12/13/2016,66.02,,,,,,,,2/10/2017,2017-02-10 19:58:00 UTC+0000,72.01,,2:58pm,2:58pm - <b>72.01</b>,,,6.91B,,Allegion plc Ordinary Shares,,77.50,71.80,,1.49,30.91,,-2.01%,+0.39%,+9.08%,+6.35%,+26.60%,71.73,45.37,19.46,17.52,,3.11,,3.79,NYQ,ALLE,,,67.71,704158,73.49,56.88,56.88 - 73.49,ALLE
,,127.29,,2877640,127.17,,37.98,+0.15,-3.75,0.17,-34.77,18.11,,,+0.15 - +0.12%,+0.12%,,USD,127.98,125.85,125.85 - 127.98,,,,,,,1.11B,4.63,1.31,5.54,1.64,,,130.98,,,,,,,,2/10/2017,2017-02-10 18:33:00 UTC+0000,127.23,,1:33pm,1:33pm - <b>127.23</b>,,,28.49B,,"Alexion Pharmaceuticals, Inc.",,167.93,127.49,,1.30,77.58,,-21.46%,+0.12%,-2.86%,+0.14%,+16.60%,127.08,3.35,27.48,22.97,,9.63,,1.54,NMS,ALXN,,,127.06,1027611,162.00,109.12,109.12 - 162.00,ALXN
,,35.45,,10165400,35.44,,6.70,+0.03,1.70,4.96,-0.41,19.94,,,+0.03 - +0.08%,+0.08%,,USD,35.64,35.09,35.09 - 35.64,,,,3/15/2017,0.40,1.14,2.54B,2.44,0.63,2.61,1.54,,11/22/2016,33.74,,,,,,,,2/10/2017,2017-02-10 18:21:00 UTC+0000,35.44,,1:21pm,1:21pm - <b>35.44</b>,,,38.15B,,"Applied Materials, Inc.",,37.14,35.64,,0.93,23.01,,-1.14%,+0.08%,+5.05%,+16.28%,+128.65%,35.41,5.29,14.52,13.58,,3.52,,1.65,NMS,AMAT,,,30.48,3032672,35.85,15.50,15.50 - 35.85,AMAT
,,,,2054570,,,14.15,+0.29,2.85,5.17,-0.11,10.60,,,+0.29 - +0.55%,+0.55%,,USD,53.53,53.06,53.06 - 53.53,,,,12/21/2016,0.36,0.70,965.85M,2.44,0.63,2.44,2.19,,12/5/2016,50.57,,,,,,,,2/10/2017,2017-02-10 15:56:00 UTC+0000,53.42,,10:56am,10:56am - <b>53.42</b>,,,12.30B,,"AMETEK, Inc.",,56.86,53.24,,2.04,24.39,,-0.21%,+0.55%,+5.63%,+10.71%,+24.75%,53.13,3.76,21.89,20.01,,3.19,,3.73,NYQ,AME,,,48.25,280869,53.53,42.82,42.82 - 53.53,AME
,,,,644961,,,65.81,+3.77,19.62,22.29,-12.22,48.51,,,+3.77 - +2.30%,+2.30%,,USD,168.17,164.07,164.07 - 168.17,,,,2/23/2017,0.80,0.51,834.90M,14.68,3.33,16.37,8.57,,2/7/2017,148.01,,,,,,,,2/10/2017,2017-02-10 20:14:00 UTC+0000,167.63,,3:14pm,3:14pm - <b>167.63</b>,,,9.22B,,"Affiliated Managers Group, Inc.",,187.38,165.00,,0.77,19.57,,-6.79%,+2.30%,+13.26%,+15.34%,+40.72%,163.86,2.49,11.42,10.24,,4.11,,2.23,NYQ,AMG,,,145.34,531769,179.85,119.12,119.12 - 179.85,AMG
,,168.12,,3770070,168.08,,40.48,+0.62,12.40,8.75,-8.76,34.45,,,+0.62 - +0.37%,+0.37%,,USD,168.31,167.03,167.03 - 168.31,,,,3/8/2017,4.60,2.76,12.00B,12.33,3.11,12.84,10.24,,11/14/2016,155.69,,,,,,,,2/10/2017,2017-02-10 20:09:00 UTC+0000,168.09,,3:09pm,3:09pm - <b>168.09</b>,,,124.05B,,Amgen Inc.,,182.88,167.80,,2.01,16.42,,-4.95%,+0.37%,+7.97%,+5.49%,+25.78%,167.47,4.14,13.63,13.09,,5.38,,1.88,NMS,AMGN,,,159.34,2056285,176.85,133.64,133.64 - 176.85,AMGN
,,,,1205730,,,40.65,+0.71,9.52,19.54,-0.41,48.28,,,+0.71 - +0.57%,+0.57%,,USD,124.85,122.71,122.71 - 124.85,,,,2/28/2017,3.00,2.43,2.76B,10.58,2.58,11.95,7.81,,2/9/2017,114.92,,,,,,,,2/10/2017,2017-02-10 19:06:00 UTC+0000,124.44,,2:06pm,2:06pm - <b>124.44</b>,,,19.26B,,"Ameriprise Financial, Inc. Comm",,136.89,124.05,,0.79,15.93,,-0.33%,+0.57%,+8.28%,+18.63%,+63.39%,123.73,3.04,11.76,10.41,,1.63,,1.55,NYQ,AMP,,,104.90,685462,124.85,76.16,76.16 - 124.85,AMP
,,,,2540490,,,15.76,-0.50,0.50,-4.43,-12.98,21.53,,,-0.50 - -0.47%,-0.47%,,USD,105.76,104.73,104.73 - 105.76,,,,1/13/2017,2.32,2.24,3.31B,2.09,0.62,2.74,2.00,,12/23/2016,104.78,,,,,,,,2/10/2017,2017-02-10 19:30:00 UTC+0000,105.28,,2:30pm,2:30pm - <b>105.28</b>,,,44.82B,,American Tower Corporation (REI,,129.80,105.50,,1.51,52.69,,-10.98%,-0.47%,+0.48%,-4.04%,+25.71%,105.78,6.71,50.37,38.42,,8.15,,2.87,NYQ,AMT,,,109.71,659086,118.26,83.75,83.75 - 118.26,AMT
,,827.40,,4061220,827.07,,40.43,+5.92,24.88,42.03,-19.93,325.79,,,+5.92 - +0.72%,+0.72%,,USD,828.00,822.85,822.85 - 828.00,,,,,,,12.30B,7.40,1.88,12.85,4.90,,,802.40,,,,,,,,2/10/2017,2017-02-10 19:59:00 UTC+0000,827.28,,2:59pm,2:59pm - <b>827.28</b>,,,394.61B,,"Amazon.com, Inc.",,927.26,823.82,,2.97,168.83,,-2.35%,+0.72%,+3.10%,+5.35%,+64.96%,821.36,20.32,113.02,64.38,,2.88,,1.59,NMS,AMZN,,,785.25,1783782,847.21,501.49,501.49 - 847.21,AMZN
