AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,3336320,,,29.47,-0.38,-1.24,-0.62,-4.55,12.03,,,-0.38 - -0.87%,-0.87%,,USD,43.82,43.30,43.30 - 43.82,,,,3/14/2017,1.28,2.92,2.54B,2.85,0.68,3.08,2.16,,11/14/2016,44.57,,,,,,,,2/14/2017,2017-02-14 15:31:00 UTC+0000,43.33,,10:31am,10:31am - <b>43.33</b>,,,25.26B,,Archer-Daniels-Midland Company,,44.15,43.74,,1.16,20.06,,-9.50%,-0.87%,-2.78%,-1.40%,+38.43%,43.71,1.48,15.20,14.07,,0.41,,3.78,NYQ,ADM,,,43.95,430906,47.88,31.30,31.30 - 47.88,ADM
,,99.49,,2107190,99.47,,8.50,+0.89,-1.75,5.98,-4.62,18.90,,,+0.89 - +0.90%,+0.90%,,USD,99.49,98.32,98.32 - 99.49,,,,4/1/2017,2.28,2.33,2.73B,3.66,0.70,4.04,3.72,,12/7/2016,101.22,,,,,,,,2/14/2017,2017-02-14 18:03:00 UTC+0000,99.47,,1:03pm,1:03pm - <b>99.47</b>,,,44.65B,,"Automatic Data Processing, Inc.",,100.00,98.42,,2.32,26.72,,-4.44%,+0.90%,-1.73%,+6.39%,+23.46%,98.58,11.60,27.18,24.62,,3.67,,3.36,NMS,ADP,,,93.49,866038,104.09,80.57,80.57 - 104.09,ADP
,,,,589466,,,28.79,+1.81,-0.50,10.74,-12.07,46.10,,,+1.81 - +0.79%,+0.79%,,USD,230.54,226.48,226.48 - 230.54,,,,3/17/2017,2.08,0.92,1.57B,18.49,3.77,21.08,7.34,,2/13/2017,230.12,,,,,,,,2/14/2017,2017-02-14 19:00:00 UTC+0000,229.62,,2:00pm,2:00pm - <b>229.62</b>,,,13.23B,,Alliance Data Systems Corporati,,249.43,226.79,,1.03,31.28,,-4.99%,+0.79%,-0.22%,+4.91%,+25.12%,227.81,7.91,12.42,10.89,,1.84,,5.39,NYQ,ADS,,,218.88,316549,241.69,183.52,183.52 - 241.69,ADS
,,85.28,,2416520,82.52,,4.77,+1.05,3.84,11.69,-0.83,41.27,,,+1.05 - +1.26%,+1.26%,,USD,84.72,82.94,82.94 - 84.72,,,,,0.00,0.00,-130.10M,-0.57,-0.13,-0.12,-2.00,,3/22/2005,80.44,,,,,,,,2/13/2017,2017-02-13 21:00:00 UTC+0000,84.28,,4:00pm,4:00pm - <b>84.28</b>,,,18.76B,,"Autodesk, Inc.",,83.69,83.65,,-6.17,,,-0.98%,+1.26%,+4.77%,+16.11%,+95.95%,83.23,17.46,,,,8.42,,5.34,NMS,ADSK,,,72.59,4004607,85.11,43.01,43.01 - 85.11,ADSK
,,,,1277200,,,29.650,-0.595,0.109,2.045,-1.625,7.615,,,-0.595 - -1.122%,-1.122%,,USD,52.910,52.260,52.260 - 52.910,,,,3/31/2017,1.760,3.330,2.29B,2.680,0.420,2.770,2.674,,12/5/2016,52.346,,,,,,,,2/14/2017,2017-02-14 18:17:00 UTC+0000,52.455,,1:17pm,1:17pm - <b>52.455</b>,,,12.73B,,Ameren Corporation Common Stock,,52.360,52.910,,3.370,19.617,,-3.005%,-1.122%,+0.208%,+4.057%,+16.983%,53.050,1.789,19.573,18.937,,2.211,,5.640,NYQ,AEE,,,50.410,594432,54.080,44.840,44.840 - 54.080,AEE
,,,,2468470,,,35.38,-0.69,-0.09,-0.36,-8.22,5.21,,,-0.69 - -1.08%,-1.08%,,USD,63.74,62.96,62.96 - 63.74,,,,3/10/2017,2.36,3.69,5.44B,3.67,0.89,3.88,1.24,,2/8/2017,63.19,,,,,,,,2/14/2017,2017-02-14 17:26:00 UTC+0000,63.10,,12:26pm,12:26pm - <b>63.10</b>,,,31.03B,,American Electric Power Company,,67.03,63.64,,11.70,50.81,,-11.53%,-1.08%,-0.14%,-0.57%,+9.00%,63.79,1.80,17.19,16.26,,1.91,,2.17,NYQ,AEP,,,63.46,802852,71.32,57.89,57.89 - 71.32,AEP
,,,,5270720,,,4.372,-0.165,-0.013,-0.409,-1.805,2.315,,,-0.165 - -1.413%,-1.413%,,USD,11.660,11.420,11.420 - 11.660,,,,2/15/2017,0.480,4.130,3.43B,0.980,0.280,1.110,-0.409,,1/30/2017,11.528,,,,,,,,2/14/2017,2017-02-14 18:09:00 UTC+0000,11.515,,1:09pm,1:09pm - <b>11.515</b>,,,7.59B,,The AES Corporation Common Stoc,,12.430,11.650,,4.330,,,-13.551%,-1.413%,-0.109%,-3.433%,+25.163%,11.680,2.672,11.750,10.374,,0.547,,1.200,NYQ,AES,,,11.924,1459649,13.320,9.200,9.200 - 13.320,AES
,,,,3070740,,,50.84,+3.49,3.90,6.40,-10.96,25.92,,,+3.49 - +2.86%,+2.86%,,USD,125.65,121.60,121.60 - 125.65,,,,1/27/2017,1.00,0.82,6.20B,8.79,2.32,9.76,6.41,,1/10/2017,121.64,,,,,,,,2/14/2017,2017-02-14 18:12:00 UTC+0000,125.54,,1:12pm,1:12pm - <b>125.54</b>,,,44.15B,,Aetna Inc. Common Stock,,139.56,121.61,,1.01,19.59,,-8.03%,+2.86%,+3.21%,+5.37%,+26.02%,122.05,2.40,14.28,12.86,,0.68,,1.37,NYQ,AET,,,119.14,2600526,136.50,99.62,99.62 - 136.50,AET
,,,,2327360,,,50.47,+0.01,1.29,-0.02,-3.51,13.64,,,+0.01 - +0.01%,+0.01%,,USD,71.22,70.70,70.70 - 71.22,,,,3/1/2017,1.72,2.46,4.12B,6.40,1.61,6.70,6.42,,2/13/2017,69.70,,,,,,,,2/14/2017,2017-02-14 19:29:00 UTC+0000,70.99,,2:29pm,2:29pm - <b>70.99</b>,,,28.81B,,AFLAC Incorporated Common Stock,,71.62,70.86,,1.62,11.06,,-4.71%,+0.01%,+1.85%,-0.03%,+23.78%,70.98,1.41,11.11,10.60,,1.28,,3.06,NYQ,AFL,,,71.01,1316491,74.50,57.35,57.35 - 74.50,AFL
,,,,4638950,,,221.284,+0.885,27.141,24.943,-53.675,63.145,,,+0.885 - +0.359%,+0.359%,,USD,248.000,244.650,244.650 - 248.000,,,,3/28/2017,2.800,1.140,6.11B,16.030,4.090,17.780,38.177,,,220.504,,,,,,,,2/14/2017,2017-02-14 17:55:00 UTC+0000,247.645,,12:55pm,12:55pm - <b>247.645</b>,,,92.89B,,Allergan plc Ordinary Shares,,268.630,246.660,,1.110,6.487,,-17.813%,+0.359%,+12.309%,+11.200%,+34.225%,246.760,1.115,15.449,13.928,,6.352,,4.360,NYQ,AGN,,,222.702,1404938,301.320,184.500,184.500 - 301.320,AGN
,,,,5353320,,,85.017,+0.415,0.878,4.544,-0.915,18.145,,,+0.415 - +0.627%,+0.627%,,USD,66.925,66.260,66.260 - 66.925,,,,12/22/2016,1.280,1.950,5.33B,3.760,1.260,5.340,0.307,,12/6/2016,65.677,,,,,,,,2/14/2017,2017-02-14 18:28:00 UTC+0000,66.555,,1:28pm,1:28pm - <b>66.555</b>,,,68.36B,,"American International Group, I",,72.000,66.430,,0.710,216.792,,-1.356%,+0.627%,+1.337%,+7.327%,+37.482%,66.140,0.778,17.701,12.463,,1.278,,2.910,NYQ,AIG,,,62.011,3472261,67.470,48.410,48.410 - 67.470,AIG
,,,,1252290,,,10.69,-0.20,0.87,1.52,-2.39,10.09,,,-0.20 - -0.44%,-0.44%,,USD,45.86,44.95,44.95 - 45.86,,,,2/28/2017,1.44,3.15,573.94M,0.46,0.11,0.58,2.67,,11/16/2016,44.65,,,,,,,,2/13/2017,2017-02-13 21:00:00 UTC+0000,45.52,,4:00pm,4:00pm - <b>45.52</b>,,,7.11B,,Apartment Investment and Manage,,47.23,45.72,,14.00,17.05,,-4.99%,-0.44%,+1.95%,+3.46%,+28.48%,45.72,4.28,98.96,78.48,,7.33,,3.28,NYQ,AIV,,,44.00,748942,47.91,35.43,35.43 - 47.91,AIV
,,,,422816,,,71.267,+0.845,-0.136,5.927,-3.810,28.755,,,+0.845 - +0.896%,+0.896%,,USD,95.400,92.940,92.940 - 95.400,,,,3/20/2017,2.120,2.280,1.04B,6.420,1.600,7.220,9.130,,11/23/2016,95.301,,,,,,,,2/14/2017,2017-02-14 17:45:00 UTC+0000,95.165,,12:45pm,12:45pm - <b>95.165</b>,,,5.47B,,"Assurant, Inc. Common Stock",,97.750,93.510,,0.560,10.423,,-3.849%,+0.896%,-0.143%,+6.642%,+43.299%,94.320,1.323,15.226,13.181,,0.723,,5.160,NYQ,AIZ,,,89.238,119112,98.975,66.410,66.410 - 98.975,AIZ
,,,,1076180,,,20.17,+0.07,2.38,4.88,-0.17,17.65,,,+0.07 - +0.13%,+0.13%,,USD,55.79,55.19,55.19 - 55.79,,,,3/17/2017,1.56,2.83,861.17M,3.02,1.06,3.39,2.32,,11/30/2016,53.24,,,,,,,,2/14/2017,2017-02-14 18:35:00 UTC+0000,55.62,,1:35pm,1:35pm - <b>55.62</b>,,,9.92B,,Arthur J. Gallagher & Co. Commo,,58.38,55.26,,1.59,23.97,,-0.30%,+0.13%,+4.46%,+9.62%,+46.50%,55.55,2.75,18.42,16.41,,1.79,,3.92,NYQ,AJG,,,50.74,321953,55.79,37.97,37.97 - 55.79,AJG
,,63.71,,1878810,63.70,,18.64,+0.10,-4.55,2.71,-7.94,15.90,,,+0.10 - +0.16%,+0.16%,,USD,64.13,63.37,63.37 - 64.13,,,,,,,788.76M,2.80,0.67,3.17,1.79,,,68.25,,,,,,,,2/14/2017,2017-02-14 19:27:00 UTC+0000,63.70,,2:27pm,2:27pm - <b>63.70</b>,,,11.02B,,"Akamai Technologies, Inc.",,71.80,63.75,,1.59,35.59,,-11.08%,+0.16%,-6.67%,+4.44%,+33.26%,63.60,3.41,22.83,20.09,,4.70,,4.65,NMS,AKAM,,,60.99,1195559,71.64,47.80,47.80 - 71.64,AKAM
,,,,834245,,,29.33,-2.35,-0.00,7.01,-3.49,42.36,,,-2.35 - -2.48%,-2.48%,,USD,94.37,91.88,91.88 - 94.37,,,,1/2/2017,1.22,1.30,972.98M,3.52,0.95,4.06,1.91,,12/13/2016,92.40,,,,,,,,2/14/2017,2017-02-14 16:26:00 UTC+0000,92.40,,11:26am,11:26am - <b>92.40</b>,,,10.39B,,Albemarle Corporation Common St,,98.21,94.37,,4.14,48.38,,-3.64%,-2.48%,-0.00%,+8.21%,+84.65%,94.75,3.23,26.25,22.76,,3.02,,2.82,NYQ,ALB,,,85.39,401535,95.89,50.04,50.04 - 95.89,ALB
,,,,1271910,,,23.77,-1.54,3.59,18.53,-2.41,41.97,,,-1.54 - -1.57%,-1.57%,,USD,98.30,95.66,95.66 - 98.30,,,,3/9/2017,1.20,1.23,1.83B,7.98,2.42,8.74,6.54,,11/10/2016,92.89,,,,,,,,2/14/2017,2017-02-14 16:36:00 UTC+0000,96.48,,11:36am,11:36am - <b>96.48</b>,,,11.90B,,"Alaska Air Group, Inc. Common S",,107.88,98.11,,1.19,14.75,,-2.44%,-1.57%,+3.87%,+23.78%,+77.00%,98.02,4.12,12.09,11.04,,2.04,,5.94,NYQ,ALK,,,77.95,412213,98.89,54.51,54.51 - 98.89,ALK
,,,,2110640,,,51.44,-0.32,3.93,8.36,-0.43,16.51,,,-0.32 - -0.40%,-0.40%,,USD,79.72,79.10,79.10 - 79.72,,,,1/3/2017,1.32,1.67,3.46B,6.22,1.20,6.88,4.67,,11/28/2016,75.36,,,,,,,,2/14/2017,2017-02-14 17:02:00 UTC+0000,79.29,,12:02pm,12:02pm - <b>79.29</b>,,,29.02B,,Allstate Corporation (The) Comm,,81.67,79.61,,0.91,16.98,,-0.54%,-0.40%,+5.22%,+11.79%,+26.30%,79.61,1.55,12.75,11.52,,0.80,,2.65,NYQ,ALL,,,70.93,806415,79.72,62.78,62.78 - 79.72,ALL
,,,,760708,,,1.22,+0.00,5.05,3.81,-2.04,14.57,,,+0.00 - +0.00%,+0.00%,,USD,,,,,,,3/31/2017,0.64,0.89,492.40M,3.69,1.00,4.08,2.36,,12/13/2016,66.40,,,,,,,,2/13/2017,2017-02-13 21:02:00 UTC+0000,71.45,,4:02pm,4:02pm - <b>71.45</b>,,,6.83B,,Allegion plc Ordinary Shares,,79.20,,,1.49,30.28,,-2.78%,+0.00%,+7.60%,+5.64%,+25.62%,71.45,58.66,19.36,17.51,,3.05,,3.79,NYQ,ALLE,,,67.64,0,73.49,56.88,56.88 - 73.49,ALLE
,,128.84,,2728890,128.76,,37.98,+1.06,-2.18,1.82,-33.17,19.71,,,+1.06 - +0.83%,+0.83%,,USD,130.46,127.75,127.75 - 130.46,,,,,,,1.11B,4.63,1.31,5.54,1.64,,,131.01,,,,,,,,2/14/2017,2017-02-14 16:29:00 UTC+0000,128.83,,11:29am,11:29am - <b>128.83</b>,,,28.85B,,"Alexion Pharmaceuticals, Inc.",,167.93,128.22,,1.31,78.55,,-20.48%,+0.83%,-1.67%,+1.43%,+18.06%,127.77,3.36,27.83,23.25,,9.69,,1.82,NMS,ALXN,,,127.01,733188,162.00,109.12,109.12 - 162.00,ALXN
,,35.17,,10100900,35.16,,6.70,-0.29,1.29,4.51,-0.68,19.67,,,-0.29 - -0.82%,-0.82%,,USD,35.55,35.12,35.12 - 35.55,,,,3/15/2017,0.40,1.13,2.54B,2.44,0.63,2.63,1.54,,11/22/2016,33.88,,,,,,,,2/14/2017,2017-02-14 14:50:00 UTC+0000,35.17,,9:50am,9:50am - <b>35.17</b>,,,37.86B,,"Applied Materials, Inc.",,37.95,35.50,,0.92,22.84,,-1.90%,-0.82%,+3.80%,+14.71%,+126.90%,35.46,5.30,14.30,13.37,,3.53,,1.32,NMS,AMAT,,,30.66,1119261,35.85,15.50,15.50 - 35.85,AMAT
,,,,2024700,,,14.15,-0.29,2.55,5.02,-0.51,10.10,,,-0.29 - -0.54%,-0.54%,,USD,53.63,53.20,53.20 - 53.63,,,,12/21/2016,0.36,0.67,965.85M,2.44,0.63,2.44,2.19,,12/5/2016,50.83,,,,,,,,2/14/2017,2017-02-14 17:24:00 UTC+0000,53.38,,12:24pm,12:24pm - <b>53.38</b>,,,12.29B,,"AMETEK, Inc.",,56.86,53.48,,2.06,24.37,,-0.95%,-0.54%,+5.03%,+10.38%,+23.34%,53.67,3.79,21.88,19.99,,3.22,,3.91,NYQ,AME,,,48.36,1119197,53.89,43.28,43.28 - 53.89,AME
,,,,625934,,,65.81,-0.30,17.94,21.66,-12.53,48.20,,,-0.30 - -0.18%,-0.18%,,USD,168.91,166.68,166.68 - 168.91,,,,2/23/2017,0.80,0.48,834.90M,14.69,3.33,16.37,8.57,,2/7/2017,149.38,,,,,,,,2/13/2017,2017-02-13 21:01:00 UTC+0000,167.32,,4:01pm,4:01pm - <b>167.32</b>,,,9.20B,,"Affiliated Managers Group, Inc.",,187.50,168.50,,0.81,19.53,,-6.97%,-0.18%,+12.01%,+14.87%,+40.46%,167.62,2.55,11.39,10.22,,4.20,,2.23,NYQ,AMG,,,145.66,418841,179.85,119.12,119.12 - 179.85,AMG
,,166.28,,3649380,166.22,,40.48,-1.42,9.29,7.06,-10.61,32.60,,,-1.42 - -0.85%,-0.85%,,USD,167.44,165.57,165.57 - 167.44,,,,3/8/2017,4.60,2.74,12.00B,12.34,3.11,12.83,10.24,,2/13/2017,156.95,,,,,,,,2/14/2017,2017-02-14 17:18:00 UTC+0000,166.24,,12:18pm,12:18pm - <b>166.24</b>,,,122.69B,,Amgen Inc.,,183.88,167.07,,2.00,16.23,,-6.00%,-0.85%,+5.92%,+4.43%,+24.39%,167.66,4.14,13.47,12.96,,5.38,,1.58,NMS,AMGN,,,159.18,1202446,176.85,133.64,133.64 - 176.85,AMGN
,,,,1143430,,,40.65,+1.91,12.33,22.61,-0.32,47.67,,,+1.91 - +1.51%,+1.51%,,USD,128.38,125.57,125.57 - 128.38,,,,2/28/2017,3.00,2.41,2.76B,10.58,2.58,11.95,7.81,,2/9/2017,115.73,,,,,,,,2/14/2017,2017-02-14 19:21:00 UTC+0000,128.06,,2:21pm,2:21pm - <b>128.06</b>,,,19.82B,,"Ameriprise Financial, Inc. Comm",,136.89,125.58,,0.81,16.40,,-0.25%,+1.51%,+10.65%,+21.44%,+59.30%,126.15,3.10,12.10,10.72,,1.66,,1.72,NYQ,AMP,,,105.45,879663,128.38,80.39,80.39 - 128.38,AMP
,,,,2381920,,,15.759,-1.005,1.752,-2.902,-11.715,22.794,,,-1.005 - -0.934%,-0.934%,,USD,107.640,105.820,105.820 - 107.640,,,,1/13/2017,2.320,2.200,3.31B,2.090,0.620,2.740,1.998,,12/23/2016,104.793,,,,,,,,2/14/2017,2017-02-14 17:47:00 UTC+0000,106.545,,12:47pm,12:47pm - <b>106.545</b>,,,45.35B,,American Tower Corporation (REI,,129.800,107.640,,1.520,53.326,,-9.906%,-0.934%,+1.672%,-2.652%,+27.216%,107.550,6.825,50.978,38.885,,8.285,,3.140,NYQ,AMT,,,109.447,672326,118.260,83.751,83.751 - 118.260,AMT
,,834.69,,3855290,834.42,,40.43,-1.34,28.63,47.97,-12.02,333.70,,,-1.34 - -0.16%,-0.16%,,USD,837.70,831.45,831.45 - 837.70,,,,,,,12.30B,7.29,1.88,12.84,4.90,,,806.56,,,,,,,,2/14/2017,2017-02-14 16:49:00 UTC+0000,835.19,,11:49am,11:49am - <b>835.19</b>,,,398.39B,,"Amazon.com, Inc.",,927.26,837.00,,3.04,170.45,,-1.42%,-0.16%,+3.55%,+6.09%,+66.54%,836.53,20.69,114.57,65.05,,2.93,,1.61,NMS,AMZN,,,787.22,218332,847.21,501.49,501.49 - 847.21,AMZN
