.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Energy,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio,TwoHundreddayMovingAverage
Archer-Daniels-Midland Company,ADM,-0.13290429076192092,0.08112298631691808,1.9284144688562643,0.009051460972887098,0.7094655597418151,-0.19612794308966053,-0.48977606772465854,-0.08689000721517849,-0.24850838658342964,-0.587053544056381,0.021731106703786602,-0.2175002402394249,0.5762674145279661,-0.14218471497468652,-0.3248819491295285,-0.20104573877103743,-0.35969245289102864,-1.013493349674271,-0.4663840952410183,3.592106040535507,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.41462128464985953,-0.42936619964697925
"Automatic Data Processing, Inc.",ADP,-0.3280009759774016,-0.6687301575705933,1.2254737557006021,-0.25631375941833184,0.2360880894358663,-0.16672890355625578,-0.11420772200335719,-0.05678870714837298,0.004066984991709252,-0.5561934633861294,0.04616080239451842,-0.06323388343569912,0.1896145283981197,0.1688321130978514,0.31408483936258214,0.12977341505321907,0.476886407089346,0.18616444432229567,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.1782716981974147,0.032676460306990424
Alliance Data Systems Corporati,ADS,-0.5140775956368864,0.04340331256756963,-0.09692745266647444,-0.3865602052650116,-0.7698390349642749,-0.3632382730690138,0.7573034392217137,-0.002064358056474923,-0.40924974761612015,-0.09475947381785052,0.01895049093410981,0.058823014255160795,0.2531119400794227,0.15627986443124675,0.08749223181342561,-0.2877951121600288,-0.6404236139582684,-0.4952979712023813,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,1.244123085725481,1.1667181258825687
Ameren Corporation Common Stock,AEE,-0.376304181988302,0.0570243058659455,-0.8061547051420146,-0.30858050303452217,0.9387577719212591,-0.23326357197396125,-0.3645866191508914,-0.08397472073999947,-0.40772130361263975,-0.6354152279968299,0.06582372819437574,-0.22646076645879362,0.6084236213027044,0.5384261016145443,-0.3005171526188666,-0.08974991889255654,-0.06692995634947858,-0.34622806780635823,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,4.118049700201956,0.3288055963732853,-0.36643130825362424
American Electric Power Company,AEP,-0.2452037848393727,0.2700706113020806,-1.0150700540932949,-0.15241025507886216,1.1532569381536422,0.22938447120961863,-0.7112650921244004,-0.11249090061776124,-0.1529806363659036,-0.39625618300449467,0.15222143246647604,0.5979076457231255,0.5757090560230271,0.5565571274663068,-0.2992989127933334,-0.12768533619449485,-0.13992005822696094,-0.438509436575325,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,4.118049700201956,-0.7455107056832824,-0.2645738738360043
Aetna Inc. Common Stock,AET,-0.14656896183100335,0.8100207558992362,1.2316859638581827,-0.22615586084711795,-0.28166851871126514,0.3701903973959256,0.5334069254263226,-0.06082095525882658,-0.0029383833575759915,0.012586078322782678,0.020142183406828437,-0.24099134951722925,1.9667607095191924,0.20230477620879717,-0.2609243582890408,-0.243165209451866,-0.48963087601357974,-0.9034655638343495,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.20418490533472344,0.25164827251031646
AFLAC Incorporated Common Stock,AFL,-0.26122524636535105,0.7970982750776999,-0.7388018908756141,-0.12057252344041577,0.3174498421447011,0.15047125983047957,0.5358144148219719,-0.13633516438156085,-0.20099925214191336,-0.60367059483962,0.03146326189765537,-0.4478099817156308,0.6833394288250734,0.18556844465332428,-0.3267093088678282,-0.32600946635389316,-0.6612779287804063,-0.7011564092254609,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.20835255465499855,-0.2014656080861938
Allergan plc Ordinary Shares,AGN,-0.1286824934568014,6.466225537109412,0.0021944909722249307,-0.13558353696248907,-0.5627363917054223,0.3547172186941336,8.182000735404362,-0.043952884921455125,0.4219690496099799,0.4793446823857475,0.019744952582588893,-0.5778587000886304,-0.03787668281676522,0.4087195320596294,-0.3480285058146574,-0.2392600929649018,-0.4920371431084417,0.7682469242496238,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.5392419756884214,1.1031764242416193
Apartment Investment and Manage,AIV,-0.4394457407158191,-0.593989322548736,-0.8611475945843269,-0.25965049723260425,0.990533432735972,-0.5008010209994251,-0.3669941085465408,-0.04771044288837523,-0.4893656874652187,-0.08746533934393833,0.23067452025378554,-0.32090955633862567,0.3921395355498931,-0.13800063208581834,-0.16041957268256007,1.7066036651109946,4.537863174184873,1.3893715217330533,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,3.656045222185654,-0.09678678369916528,-0.24283339755490665,-0.22554161548790364,-0.4353476149446948
"Assurant, Inc.",AIZ,-0.5478284061732737,1.5930532424366375,-0.27215073247226396,-0.40446588888293494,0.2656741813299881,-0.42822562361654004,1.188244041042951,0.008780614389768614,-0.5124197178510483,-0.20597623973940177,0.01239618233415737,-0.4783242061383458,-0.23605859757121173,-0.20076187541884166,-0.3370643473848595,-0.226707932828231,-0.4952454992349244,-0.9105641306627313,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.35888645283086934,-0.01630179539169485
Arthur J. Gallagher & Co. Commo,AJG,-0.4693474410780039,-0.26114812733457754,-0.6067008080915406,-0.352960753701502,0.6502933759535715,-0.4547157055540079,-0.4512562373942687,-0.04005986789606745,-0.4512819577118316,-0.18768144136073256,0.030668800249176294,-0.1414568555669447,0.23180234850396206,0.39616728339302476,-0.24569636046987706,-0.13103257889760708,-0.21611851623092596,-0.5130443882733364,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.46202081782829957,-0.3563755955792039
"Akamai Technologies, Inc.",AKAM,-0.2784282455070532,-0.315632100528081,-0.6188567690436635,-0.3250033672994605,-1.428129579608485,-0.47959967154222977,-0.5788531753636852,-0.006518284519866144,-0.44873455103936427,1.119846426054235,0.02987433860069721,0.07093183347052388,0.4239757493265491,-1.5550100371158566,-0.22315892369751472,-0.042609584157059587,-0.016398347357375498,0.384924315516993,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.09675327512906667,-0.25893920725119984
Albemarle Corporation Common St,ALB,-0.4496522145878163,0.21244333196279797,0.45446208919279646,-0.3388337543024101,-0.5109607308907091,-0.48052342031072676,0.35766019954391876,0.013292826129235501,-0.42708159432339166,0.00594325280617894,0.052715110994470855,-0.275864748857475,-0.23897876144156424,1.6625497044238071,-0.226813643174114,0.05864450761208465,0.21059284859127853,0.4026707325879484,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,4.311717649720227,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.23843341111258237,-0.017428728708655836
"Alaska Air Group, Inc. Common S",ALK,-0.39975581822805417,-0.1354158815034159,1.0238865930911567,-0.31269013147285313,-0.40001288628775244,-0.3075348297425627,0.5647042875697644,-0.08892154018027218,-0.4427481453590659,1.4587294337436416,0.021731106703786602,-0.4061556436147818,0.604754860953237,-0.43228112860288337,-0.19270292805918723,-0.34162993230175015,-0.7358722087211299,-0.5165936716875275,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,1.3472574507229116,-0.06441317930810256
Allstate Corporation (The) Comm,ALL,-0.32808896282112565,0.8309761302044295,-0.30882674513143366,-0.14528731158622427,-0.17811719708183896,-0.053774699033174424,0.11450377058333266,-0.05763285796668121,-0.20532984348510785,-0.046346929333371485,0.015772644340193476,-0.3100116190447989,-0.4986386828640279,0.5788722362069372,-0.3193998699146296,-0.28751617526810275,-0.6067358746301996,-0.8715220131066301,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.8013751533902239,-0.16557711629990046
Allegion plc Ordinary Shares,ALLE,-0.4929579249945509,-0.9240364678555355,-1.0131244628425942,-0.39613926923711723,-0.7994251268583967,-0.5150456293122948,-0.44162627981167124,-0.050572324644757166,-0.4864361697918812,-0.07358567345839633,0.02967572318857744,0.05276860464747925,0.13885718326314578,1.0140168566492325,3.4894269446146056,-0.07301370537699556,-0.05650279893840975,-0.0054968600440197515,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.36735136735937063,-0.21836960784060735
"Alexion Pharmaceuticals, Inc.",ALXN,-0.30486986323978726,0.3898655010801041,-0.1416233298077417,-0.3246344518407002,-1.428129579608485,-0.4081104913042105,-0.5860756435506334,0.17883239595331457,-0.24061142589878082,2.087209418535933,0.022326952940145913,0.9001437733385881,-0.22684396371043417,-1.165890328451112,-0.22925012282518023,-0.016668453207939984,-0.12468036662616781,1.9111161836191344,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.9603739660945959,0.2677720876606801
"Applied Materials, Inc.",AMAT,0.817408613235834,-0.7169275184725385,-0.1370768116294392,0.2867302811323038,-0.6367016214407267,-0.12649863893159669,-0.5427408344289447,-0.10474365789055406,-0.05541496081040364,0.003385208624240447,0.011403105273558516,-0.25261581596397786,-0.18620984584238498,1.447766782795238,-0.0903707827144069,-0.24818607350653432,-0.4711828282863039,0.07258737506818289,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-1.106480983174289,-0.5245487213410616
"AMETEK, Inc.",AME,-0.3443869544273798,-0.46965410167125404,-0.5489579855730041,-0.29990510603127735,-0.9251660174084143,-0.43286757722707764,-0.4825535995377105,-0.07357293990813643,-0.42096781830947,0.2151330720107355,0.03901064755820667,-0.12959021273588892,0.11058287712956606,0.5928191791698313,-0.18417524928045556,-0.03005742402038883,0.07985233643710665,-0.01259542687240181,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.3888376934005019,-0.37908763627487746
"Affiliated Managers Group, Inc.",AMG,-0.5308199208039474,1.2640538658450977,0.5914593970749892,-0.4074902434988161,-1.0583034309319626,-0.4599456399552136,1.053424634886586,-0.04360325582718962,-0.4619810657361945,0.901988546338817,0.013985105631115538,-0.26908381009687166,-0.5786789939878705,0.44079750087428593,-0.25909699855074114,-0.3421878060856022,-0.7567265235432679,0.3458821979608919,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.6294845450611731,0.5060751406087971
Amgen Inc.,AMGN,-0.009169649387610248,0.4478420366578063,-0.5757845119101052,-0.13971318218828974,0.6798794678476933,1.2583508548787845,1.4554753639600304,-0.15567615269046098,0.9337430501086729,0.5389698971720307,0.03861341673396713,-0.34512719476935183,0.39342699900264677,-0.18263084956707934,-0.17138373111235802,-0.28193743742958244,-0.5273290604997518,0.6830641223090395,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.4361076106909908,0.5595611295753259
"Ameriprise Financial, Inc. Comm",AMP,-0.43404869056952744,0.4544779051877842,-0.45933138650873495,-0.2985958868168935,0.33224288809176206,-0.160539632075539,0.8704554408172339,-0.02441574461829517,-0.33028014076963197,0.23917339625878933,0.01438233645535508,-0.3339870810912178,-0.606199143004412,0.899651924353501,-0.22437716352304782,-0.31596773824455654,-0.6997782022981992,-0.5627343560720108,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.7240243796421512,0.18758644780000056
American Tower Corporation (REI,AMT,-0.2733422917010718,-0.4123760785703915,-0.5699471371671548,-0.15086896244369288,0.06596806104466595,-0.053774699033174424,-0.5331108768463472,0.09132161921197617,0.10061369787822225,0.022440327041369834,0.03305218519461354,0.8006092793883035,0.33483055686267094,1.4142941196842924,0.06251831538999705,0.6011767624081882,1.377632389599375,2.0956789211570674,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,3.656045222185654,-0.09678678369916528,-0.24283339755490665,-0.20835255465499855,0.14146886898283142
"Amazon.com, Inc.",AMZN,-0.09054962386422571,0.44644501170412676,-0.6285002455998309,-0.08304505029216422,-1.428129579608485,1.2165732723839462,0.1698760266832682,0.7782191451025431,4.914193346172548,0.02723602241232479,0.0823088074003167,3.7401462321098466,0.3936262035504338,1.0893303486488604,0.9433057092504279,2.8349033929517344,4.285205129224359,-0.033891127357547984,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.7970778881819977,6.257596041664329
"AutoNation, Inc. Common Stock",AN,-0.42758008636216716,-0.1640548930538472,3.389533209195287,-0.09008768400719627,-1.428129579608485,-0.4389485364568819,-0.010685677990434348,-0.05246359313712883,-0.5254114918806319,1.2540018171040483,0.016368490576552788,-0.4838942629774129,-0.20374436072598537,-1.909262388373366,-0.3084357114848317,-0.35808720892538515,-0.7928205299661987,-1.0915775847864737,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,1.2054476988514446,-0.4120287640014269
"Anthem, Inc. Common Stock",ANTM,-0.33894119727831235,2.358273660814624,1.723322891649026,-0.3296612130867352,-0.25947894979067376,0.3052030468483993,1.2075039562081458,-0.06196795226019405,-0.018604934393250266,-0.06732955064843779,0.024114491649223854,-0.2891844499943744,2.674881831054611,1.351532876351269,-0.30904483139759825,-0.24623351526305223,-0.49684967729816587,-0.97445123211817,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.053780623046804116,0.46472535659415465
Aon plc Class A Ordinary Shares,AON,-0.4478343435487306,-0.23565242192992542,-0.9649640350154498,-0.3458756601342614,-0.5997190065730744,-0.21933771114234848,0.2324707509701517,0.1309145192246805,-0.1812568504302913,-0.214579901721702,0.04000372461880552,-0.16882278699366526,-0.09730563983108344,0.19951538761621826,-0.06844246585481109,-0.12154872457212251,-0.3276088916262012,-0.2042567312387172,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.9560767008863695,0.1714626326496369
"Air Products and Chemicals, Inc",APD,-0.3754243135510609,0.1838043204123667,-0.6584358207834743,-0.36185075492919505,0.6650864219006324,-0.10483618874908793,-0.38384653431608634,-0.060651528950458125,-0.20392876981525082,0.2387751440571426,-1.4428589422674036,0.5349417858032376,-0.18458764923285853,-0.8869514691932303,-0.16407429215915942,-0.03563616185890915,0.05097713129876204,-0.05873611125688511,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,4.311717649720227,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.49626932360615866,0.39840966524991694
Amphenol Corporation Common Sto,APH,-0.41811521588727324,-0.5492845240309898,-0.7662895033704923,-0.2995128983107341,-0.740252943070153,-0.3632382730690138,-0.381439044920437,-0.08497391359260345,-0.304678703711335,-0.301805134425538,0.06502926654589665,-0.07752229010982757,0.4224635035995545,-0.019451616901218674,-0.060523906988845945,0.023498459229406438,0.23385343050827834,0.047742391168845606,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.019272885493042652,-0.22573801798996704
"Activision Blizzard, Inc",ATVI,0.6501377673481044,-0.5384575806399731,0.4335854059967175,0.008193771958274991,-0.9843382011966579,-0.2580206578968284,-0.7016351345418029,0.09177327102266085,-0.10789153826323129,-0.10361081127556603,0.029079876952218125,0.20364449207090327,0.09086100358056078,1.7685464709418024,-0.1726019709378911,0.05641301247667646,0.12236305511300305,0.8108383252199162,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.5865118929789104,-0.4469636968272148
"AvalonBay Communities, Inc. Com",AVB,-0.5014997192071605,1.6213429977486484,-0.8427419819835598,-0.379730356066476,0.8573960192124238,-0.3849007232515225,0.8006382483434022,-0.12976793749613452,-0.24876312725067637,-0.4670628364734037,0.17168574285421362,-0.11917662821067666,0.34348239084096543,0.6792902255397745,-0.26031523837627424,0.5169378210465309,1.6367071468128565,3.3272802658813543,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,3.656045222185654,-0.09678678369916528,-0.24283339755490665,1.575012506758904,0.7010346044430329
Avery Dennison Corporation Comm,AVY,-0.49366951859316965,-0.5995774223634543,-0.6892856822164398,-0.3718336727527354,0.09555415293878776,-0.4745987401858106,-0.15754253112504585,-0.0700447228114894,-0.48809198412898497,0.011004509671136234,0.03523695472793102,-0.17415066744842508,0.2752523098735929,0.5481889616885702,0.050945037047432654,-0.13995855943923965,-0.21210807107282276,-0.7472970936099442,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,4.311717649720227,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.6854786086560658,-0.1608093214973736
