AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,3401280,,,29.47,+0.29,-0.78,-0.12,-4.05,11.52,,,+0.29 - +0.67%,+0.67%,,USD,43.89,43.47,43.47 - 43.89,,,,9/7/2016,1.28,2.95,2.54B,2.85,0.68,3.08,2.16,,11/14/2016,44.61,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,43.83,,4:00pm,4:00pm - <b>43.83</b>,,,25.55B,,Archer-Daniels-Midland Company,,44.15,43.67,,1.16,20.29,,-8.46%,+0.67%,-1.76%,-0.28%,+35.65%,43.54,1.48,15.38,14.23,,0.41,,3.65,NYQ,ADM,,,43.95,2356519,47.88,32.31,32.31 - 47.88,ADM
,,99.50,,2116830,90.61,,8.50,+0.17,-3.53,4.35,-6.27,15.23,,,+0.17 - +0.17%,+0.17%,,USD,98.30,97.46,97.46 - 98.30,,,,4/1/2017,2.28,2.33,2.73B,3.66,0.70,4.04,3.72,,12/7/2016,101.35,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,97.82,,4:00pm,4:00pm - <b>97.82</b>,,,43.91B,,"Automatic Data Processing, Inc.",,100.00,97.70,,2.32,26.28,,-6.02%,+0.17%,-3.48%,+4.65%,+18.44%,97.65,11.49,26.73,24.21,,3.64,,3.68,NMS,ADP,,,93.47,1214696,104.09,82.59,82.59 - 104.09,ADP
,,,,597190,,,28.79,-1.61,-3.27,7.90,-14.66,43.51,,,-1.61 - -0.70%,-0.70%,,USD,228.64,224.38,224.38 - 228.64,,,,12/16/2016,2.08,0.91,1.57B,18.49,3.77,21.08,7.34,,11/1/2016,230.30,,,,,,,,2/10/2017,2017-02-10 21:03:00 UTC+0000,227.03,,4:03pm,4:03pm - <b>227.03</b>,,,13.08B,,Alliance Data Systems Corporati,,249.43,228.64,,1.03,30.93,,-6.07%,-0.70%,-1.42%,+3.61%,+23.71%,228.64,7.94,12.28,10.77,,1.84,,6.43,NYQ,ADS,,,219.13,464094,241.69,183.52,183.52 - 241.69,ADS
,,85.39,,2410840,82.52,,4.77,-0.65,3.04,11.02,-1.88,39.01,,,-0.65 - -0.77%,-0.77%,,USD,84.46,82.38,82.38 - 84.46,,,,,0.00,0.00,-130.10M,-0.57,-0.13,-0.12,-2.00,,3/22/2005,80.19,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,83.23,,4:00pm,4:00pm - <b>83.23</b>,,,18.52B,,"Autodesk, Inc.",,83.69,83.97,,-6.17,,,-2.21%,-0.77%,+3.79%,+15.25%,+88.22%,83.88,17.60,,,,8.48,,5.34,NMS,ADSK,,,72.21,1695088,85.11,44.22,44.22 - 85.11,ADSK
,,,,1289420,,,29.65,+0.03,0.60,2.50,-1.15,8.02,,,+0.03 - +0.06%,+0.06%,,USD,53.05,52.58,52.58 - 53.05,,,,12/30/2016,1.76,3.33,2.29B,2.68,0.42,2.77,2.67,,12/5/2016,52.33,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,52.93,,4:00pm,4:00pm - <b>52.93</b>,,,12.84B,,Ameren Corporation Common Stock,,52.36,52.72,,3.37,19.79,,-2.13%,+0.06%,+1.15%,+4.97%,+17.86%,52.90,1.78,19.75,19.11,,2.20,,5.76,NYQ,AEE,,,50.43,1060496,54.08,44.91,44.91 - 54.08,AEE
,,,,2490240,,,35.38,+0.53,0.78,0.36,-7.37,6.06,,,+0.53 - +0.84%,+0.84%,,USD,64.07,63.31,63.31 - 64.07,,,,9/9/2016,2.36,3.70,5.44B,3.67,0.89,3.88,1.24,,2/8/2017,63.17,,,,,,,,2/10/2017,2017-02-10 21:01:00 UTC+0000,63.95,,4:01pm,4:01pm - <b>63.95</b>,,,31.44B,,American Electric Power Company,,67.03,63.35,,11.70,51.49,,-10.33%,+0.84%,+1.24%,+0.57%,+10.47%,63.42,1.79,17.43,16.48,,1.90,,2.34,NYQ,AEP,,,63.59,2429795,71.32,57.89,57.89 - 71.32,AEP
,,,,5327320,,,4.37,+0.14,0.08,-0.33,-1.71,2.41,,,+0.14 - +1.22%,+1.22%,,USD,11.62,11.45,11.45 - 11.62,,,,11/15/2016,0.48,4.14,3.43B,0.98,0.28,1.11,-0.41,,1/30/2017,11.53,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,11.61,,4:00pm,4:00pm - <b>11.61</b>,,,7.65B,,The AES Corporation Common Stoc,,12.43,11.47,,4.33,,,-12.84%,+1.22%,+0.70%,-2.74%,+26.20%,11.47,2.62,11.85,10.46,,0.54,,1.49,NYQ,AES,,,11.94,3692264,13.32,9.20,9.20 - 13.32,AES
,,,,3157200,,,50.84,+0.48,-0.07,2.63,-14.81,22.07,,,+0.48 - +0.40%,+0.40%,,USD,122.06,121.01,121.01 - 122.06,,,,10/28/2016,1.00,0.82,6.20B,8.80,2.32,9.76,6.41,,1/10/2017,121.76,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,121.69,,4:02pm,4:02pm - <b>121.69</b>,,,42.80B,,Aetna Inc. Common Stock,,139.56,121.72,,1.01,18.98,,-10.85%,+0.40%,-0.06%,+2.21%,+22.15%,121.21,2.38,13.84,12.47,,0.67,,1.94,NYQ,AET,,,119.06,1978174,136.50,99.62,99.62 - 136.50,AET
,,,,2308610,,,50.47,+0.08,0.30,-1.09,-4.52,12.63,,,+0.08 - +0.11%,+0.11%,,USD,70.10,69.91,69.91 - 70.10,,,,9/1/2016,1.72,2.47,4.12B,6.40,1.61,6.71,6.42,,11/14/2016,69.68,,,,,,,,2/10/2017,2017-02-10 21:01:00 UTC+0000,69.98,,4:01pm,4:01pm - <b>69.98</b>,,,28.40B,,AFLAC Incorporated Common Stock,,71.62,70.00,,1.59,10.90,,-6.07%,+0.11%,+0.44%,-1.53%,+22.02%,69.90,1.38,10.93,10.43,,1.26,,4.27,NYQ,AFL,,,71.07,2132011,74.50,57.35,57.35 - 74.50,AFL
,,,,4684550,,,221.28,+0.68,27.30,23.13,-54.96,61.86,,,+0.68 - +0.28%,+0.28%,,USD,247.19,243.50,243.50 - 247.19,,,,,2.80,1.14,6.11B,16.03,4.09,17.78,35.66,,,219.06,,,,,,,,2/10/2017,2017-02-10 21:01:00 UTC+0000,246.36,,4:01pm,4:01pm - <b>246.36</b>,,,92.40B,,Allergan plc Ordinary Shares,,270.11,245.50,,1.07,6.45,,-18.24%,+0.28%,+12.46%,+10.36%,+33.53%,245.68,1.11,15.37,13.86,,6.32,,5.06,NYQ,AGN,,,223.23,3084426,301.32,184.50,184.50 - 301.32,AGN
,,,,5435620,,,85.02,+0.29,-0.07,3.79,-1.86,17.20,,,+0.29 - +0.44%,+0.44%,,USD,65.88,65.35,65.35 - 65.88,,,,9/29/2016,1.28,1.97,5.33B,3.76,1.26,5.34,0.31,,12/6/2016,65.68,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,65.61,,4:00pm,4:00pm - <b>65.61</b>,,,67.39B,,"American International Group, I",,72.00,65.41,,0.70,213.71,,-2.76%,+0.44%,-0.11%,+6.12%,+35.53%,65.32,0.77,17.45,12.29,,1.26,,3.50,NYQ,AIG,,,61.82,5076166,67.47,48.41,48.41 - 67.47,AIG
,,,,1279370,,,10.69,+0.60,1.09,1.73,-2.19,10.26,,,+0.60 - +1.33%,+1.33%,,USD,45.77,44.91,44.91 - 45.77,,,,8/31/2016,1.44,3.19,573.94M,0.46,0.11,0.58,2.67,,11/16/2016,44.63,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,45.72,,4:00pm,4:00pm - <b>45.72</b>,,,7.14B,,Apartment Investment and Manage,,47.23,44.98,,14.00,17.12,,-4.57%,+1.33%,+2.45%,+3.93%,+28.93%,45.12,4.22,99.39,78.83,,7.23,,3.28,NYQ,AIV,,,43.99,713422,47.91,35.46,35.46 - 47.91,AIV
,,,,431006,,,71.27,+1.57,-2.34,3.83,-6.05,26.48,,,+1.57 - +1.72%,+1.72%,,USD,93.01,91.19,91.19 - 93.01,,,,9/13/2016,2.12,2.32,1.04B,6.42,1.60,7.34,9.13,,11/23/2016,95.27,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,92.93,,4:02pm,4:02pm - <b>92.93</b>,,,5.34B,,"Assurant, Inc. Common Stock",,97.75,91.36,,0.53,10.18,,-6.11%,+1.72%,-2.46%,+4.30%,+39.85%,91.36,1.28,14.48,12.66,,0.70,,3.96,NYQ,AIZ,,,89.10,469183,98.98,66.45,66.45 - 98.98,AIZ
,,,,1082520,,,20.17,+0.46,2.03,4.49,-0.14,16.49,,,+0.46 - +0.84%,+0.84%,,USD,55.31,54.47,54.47 - 55.31,,,,9/16/2016,1.56,2.89,861.17M,3.02,1.06,3.39,2.32,,11/30/2016,53.14,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,55.17,,4:02pm,4:02pm - <b>55.17</b>,,,9.84B,,Arthur J. Gallagher & Co. Commo,,58.38,54.83,,1.58,23.78,,-0.25%,+0.84%,+3.82%,+8.87%,+42.63%,54.71,2.71,18.27,16.27,,1.76,,2.53,NYQ,AJG,,,50.68,928367,55.31,38.68,38.68 - 55.31,AJG
,,63.95,,1897550,63.70,,18.64,+0.10,-4.42,3.15,-7.69,16.15,,,+0.10 - +0.16%,+0.16%,,USD,64.28,63.50,63.50 - 64.28,,,,,,,788.76M,2.80,0.67,3.18,1.79,,,68.37,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,63.95,,4:00pm,4:00pm - <b>63.95</b>,,,11.06B,,"Akamai Technologies, Inc.",,71.85,63.85,,1.59,35.73,,-10.73%,+0.16%,-6.47%,+5.18%,+33.79%,63.85,3.43,22.84,20.11,,4.72,,5.93,NMS,AKAM,,,60.80,2507586,71.64,47.80,47.80 - 71.64,AKAM
,,,,841503,,,29.33,-0.21,1.48,8.38,-2.19,42.75,,,-0.21 - -0.22%,-0.22%,,USD,94.45,93.27,93.27 - 94.45,,,,10/3/2016,1.22,1.30,972.98M,3.52,0.95,4.06,1.91,,12/13/2016,92.22,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,93.70,,4:02pm,4:02pm - <b>93.70</b>,,,10.54B,,Albemarle Corporation Common St,,98.21,94.45,,4.10,49.06,,-2.28%,-0.22%,+1.60%,+9.82%,+83.91%,93.91,3.20,26.62,23.08,,2.99,,3.42,NYQ,ALB,,,85.32,637821,95.89,50.95,50.95 - 95.89,ALB
,,,,1266770,,,23.77,-1.06,4.69,19.77,-1.54,42.84,,,-1.06 - -1.08%,-1.08%,,USD,98.83,97.16,97.16 - 98.83,,,,9/1/2016,1.20,1.23,1.83B,7.98,2.42,8.74,7.13,,11/10/2016,92.66,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,97.35,,4:02pm,4:02pm - <b>97.35</b>,,,12.01B,,"Alaska Air Group, Inc. Common S",,107.88,98.37,,1.19,14.89,,-1.56%,-1.08%,+5.06%,+25.48%,+78.59%,98.41,4.14,12.20,11.14,,2.05,,6.42,NYQ,ALK,,,77.58,1258011,98.89,54.51,54.51 - 98.89,ALK
,,,,2124220,,,51.44,+0.53,3.67,8.06,-0.43,16.10,,,+0.53 - +0.68%,+0.68%,,USD,79.31,78.13,78.13 - 79.31,,,,10/3/2016,1.32,1.68,3.46B,6.22,1.20,6.88,4.67,,11/28/2016,75.21,,,,,,,,2/10/2017,2017-02-10 21:01:00 UTC+0000,78.88,,4:01pm,4:01pm - <b>78.88</b>,,,28.87B,,Allstate Corporation (The) Comm,,81.67,78.55,,0.91,16.89,,-0.54%,+0.68%,+4.88%,+11.38%,+25.65%,78.35,1.52,12.68,11.47,,0.78,,2.37,NYQ,ALL,,,70.82,1637416,79.31,62.78,62.78 - 79.31,ALL
,,,,770802,,,1.22,+0.19,5.70,4.21,-1.57,15.04,,,+0.19 - +0.26%,+0.26%,,USD,72.36,71.50,71.50 - 72.36,,,,9/30/2016,0.64,0.95,492.40M,3.70,1.00,4.09,2.33,,12/13/2016,66.22,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,71.92,,4:02pm,4:02pm - <b>71.92</b>,,,6.88B,,Allegion plc Ordinary Shares,,78.80,71.80,,1.50,30.47,,-2.14%,+0.26%,+8.61%,+6.21%,+26.44%,71.73,58.89,19.49,17.58,,3.06,,3.79,NYQ,ALLE,,,67.71,1099345,73.49,56.88,56.88 - 73.49,ALLE
,,126.40,,2784390,126.00,,37.98,-0.57,-4.49,-0.54,-35.49,17.39,,,-0.57 - -0.45%,-0.45%,,USD,127.98,125.85,125.85 - 127.98,,,,,,,1.11B,4.63,1.31,5.54,1.64,,,131.00,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,126.51,,4:00pm,4:00pm - <b>126.51</b>,,,28.33B,,"Alexion Pharmaceuticals, Inc.",,167.93,127.49,,1.30,77.14,,-21.91%,-0.45%,-3.43%,-0.42%,+15.94%,127.08,3.35,27.32,22.84,,9.63,,1.54,NMS,ALXN,,,127.05,1668136,162.00,109.12,109.12 - 162.00,ALXN
,,35.37,,10038600,35.32,,6.70,-0.09,1.51,4.78,-0.53,19.17,,,-0.09 - -0.25%,-0.25%,,USD,35.64,35.09,35.09 - 35.64,,,,3/15/2017,0.40,1.12,2.54B,2.44,0.63,2.61,1.54,,11/22/2016,33.81,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,35.32,,4:00pm,4:00pm - <b>35.32</b>,,,38.02B,,"Applied Materials, Inc.",,37.14,35.64,,0.93,22.94,,-1.48%,-0.25%,+4.48%,+15.64%,+118.70%,35.41,5.29,14.48,13.53,,3.52,,1.65,NMS,AMAT,,,30.54,11636382,35.85,16.15,16.15 - 35.85,AMAT
,,,,2027460,,,14.15,+0.39,2.82,5.22,-0.13,10.24,,,+0.39 - +0.73%,+0.73%,,USD,53.65,53.06,53.06 - 53.65,,,,9/30/2016,0.36,0.68,965.85M,2.44,0.63,2.44,2.19,,12/5/2016,50.70,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,53.52,,4:02pm,4:02pm - <b>53.52</b>,,,12.32B,,"AMETEK, Inc.",,56.86,53.24,,2.06,24.44,,-0.24%,+0.73%,+5.57%,+10.80%,+23.66%,53.13,3.76,21.93,20.04,,3.19,,3.73,NYQ,AME,,,48.30,1712253,53.65,43.28,43.28 - 53.65,AME
,,,,630016,,,65.81,+3.76,18.95,22.11,-12.23,42.98,,,+3.76 - +2.29%,+2.29%,,USD,168.17,164.07,164.07 - 168.17,,,,,0.80,0.50,834.90M,14.68,3.33,16.37,8.57,,2/7/2017,148.67,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,167.62,,4:02pm,4:02pm - <b>167.62</b>,,,9.22B,,"Affiliated Managers Group, Inc.",,187.50,165.00,,0.81,19.57,,-6.80%,+2.29%,+12.75%,+15.20%,+34.48%,163.86,2.49,11.41,10.24,,4.11,,2.23,NYQ,AMG,,,145.51,713477,179.85,124.64,124.64 - 179.85,AMG
,,168.25,,3674520,167.05,,40.48,+0.42,11.55,8.54,-8.96,34.25,,,+0.42 - +0.25%,+0.25%,,USD,168.31,167.03,167.03 - 168.31,,,,3/8/2017,4.60,2.75,12.00B,12.33,3.11,12.82,10.24,,11/14/2016,156.34,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,167.89,,4:00pm,4:00pm - <b>167.89</b>,,,123.90B,,Amgen Inc.,,183.38,167.80,,2.01,16.40,,-5.07%,+0.25%,+7.39%,+5.36%,+25.63%,167.47,4.14,13.61,13.10,,5.38,,1.88,NMS,AMGN,,,159.35,2931238,176.85,133.64,133.64 - 176.85,AMGN
,,,,1156260,,,40.65,+0.58,9.01,19.21,-0.54,43.92,,,+0.58 - +0.47%,+0.47%,,USD,124.85,122.71,122.71 - 124.85,,,,8/19/2016,3.00,2.47,2.76B,10.58,2.58,11.95,7.81,,2/9/2017,115.30,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,124.31,,4:02pm,4:02pm - <b>124.31</b>,,,19.24B,,"Ameriprise Financial, Inc. Comm",,136.89,124.05,,0.79,15.92,,-0.43%,+0.47%,+7.82%,+18.28%,+54.63%,123.73,3.04,11.75,10.40,,1.63,,1.55,NYQ,AMP,,,105.10,1121040,124.85,80.39,80.39 - 124.85,AMP
,,,,2419640,,,15.76,-0.29,0.74,-4.14,-12.77,19.71,,,-0.29 - -0.27%,-0.27%,,USD,105.76,104.73,104.73 - 105.76,,,,10/17/2016,2.32,2.22,3.31B,2.09,0.62,2.74,2.00,,12/23/2016,104.75,,,,,,,,2/10/2017,2017-02-10 21:01:00 UTC+0000,105.49,,4:01pm,4:01pm - <b>105.49</b>,,,44.91B,,American Tower Corporation (REI,,129.80,105.50,,1.52,52.80,,-10.80%,-0.27%,+0.71%,-3.77%,+22.98%,105.78,6.71,50.47,38.50,,8.15,,2.87,NYQ,AMT,,,109.62,1228140,118.26,85.78,85.78 - 118.26,AMT
,,827.50,,3895010,827.31,,40.43,+6.10,23.21,41.58,-19.75,315.80,,,+6.10 - +0.74%,+0.74%,,USD,828.00,822.85,822.85 - 828.00,,,,,,,12.30B,7.32,1.88,12.85,4.90,,,804.26,,,,,,,,2/10/2017,2017-02-10 21:00:00 UTC+0000,827.46,,4:00pm,4:00pm - <b>827.46</b>,,,394.70B,,"Amazon.com, Inc.",,927.26,823.82,,3.01,168.87,,-2.33%,+0.74%,+2.89%,+5.29%,+61.72%,821.36,20.32,113.51,64.39,,2.88,,1.59,NMS,AMZN,,,785.88,2429609,847.21,511.66,511.66 - 847.21,AMZN
,,,,985190,,,22.95,+0.53,-2.77,-0.28,-6.27,8.60,,,+0.53 - +1.12%,+1.12%,,USD,47.94,47.35,47.35 - 47.94,,,,,,,970.70M,4.08,1.03,4.48,4.15,,7/3/2000,50.65,,,,,,,,2/10/2017,2017-02-10 21:02:00 UTC+0000,47.88,,4:02pm,4:02pm - <b>47.88</b>,,,4.83B,,"AutoNation, Inc. Common Stock",,51.00,47.55,,1.09,11.54,,-11.58%,+1.12%,-5.46%,-0.57%,+21.89%,47.35,2.06,11.88,10.69,,0.22,,8.66,NYQ,AN,,,48.16,798574,54.15,39.28,39.28 - 54.15,AN
