.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio,TwoHundreddayMovingAverage
Aetna Inc. Common Stock,AET,-0.14625558682334286,0.8100209647199604,1.255553850425266,-0.21845032057727548,-0.2810542285862567,0.3701903973959256,0.5331869865296658,-0.060854391376740216,-0.0029388974279094256,0.012698350559918055,0.020142183406828437,-0.24097707061965082,1.9667607095191924,0.20432342134756826,-0.2609237989497336,-0.24315511457484784,-0.48964943201611105,-0.9034650399296303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20418490533472383,0.2513800076120733
AFLAC Incorporated Common Stock,AFL,-0.2609476553294376,0.7970984870308303,-0.7279825717092137,-0.11258261713884253,0.3180716292738403,0.15047125983047957,0.5355942596827492,-0.13636663465813467,-0.20099457875428026,-0.6035273793222051,0.03146326189765537,-0.44779724019212297,0.6833394288250734,0.18758244506256785,-0.3267087510334941,-0.3260045760067712,-0.661316952842741,-0.7011552650232977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20835255465499816,-0.201483719494882
Allergan plc Ordinary Shares,AGN,-0.12830224044593283,6.46622437486752,0.017920686985886992,-0.1276340596002956,-0.5621256186934629,0.3547172186941336,8.181093793875888,-0.04398676016136152,0.42195740669091575,0.479433517891181,0.019744952582588893,-0.577846925274579,-0.03787668281676522,0.4094003808388233,-0.3480279484680461,-0.23924975275650806,-0.49205598604639084,0.7682525737700643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.539241975688421,1.102697968689736
Apartment Investment and Manage,AIV,-0.43702970103080824,-0.5939887733963218,-0.8511384484708543,-0.2520351675685936,0.9911636424253076,-0.5008010209994251,-0.3671331727235565,-0.047744220308773566,-0.4893534614056652,-0.08734804335745619,0.23067452025378554,-0.320895871508311,0.3921395355498931,-0.13328626706660673,-0.16041901104398837,1.7067362504391046,4.538444121915275,1.389379075675471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22554161548790325,-0.43532324493235525
"Assurant, Inc. Common Stock",AIZ,-0.5477620688572875,1.593053261450484,-0.2582412500864331,-0.3972405883586409,0.26629532056988137,-0.42822562361654004,1.1879652841683732,0.008745366352687437,-0.5124068879780594,-0.20585299312201075,0.01239618233415737,-0.47831169144052044,-0.23605859757121173,-0.2002501722066084,-0.33706378978741935,-0.22669680405470147,-0.4952647247534306,-0.9105636285228349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35888645283086973,-0.016335492055133943
Arthur J. Gallagher & Co. Commo,AJG,-0.46913480451681283,-0.2611476588627852,-0.5950067157676856,-0.34559673516293565,0.6509193280850055,-0.4547157055540079,-0.4513877330814784,-0.04009384448185159,-0.45127072911204147,-0.18755911335582648,0.030668800249176294,-0.14144183678559225,0.23180234850396206,0.39823972998215634,-0.24569580078219647,-0.1310154395053759,-0.21610445724096689,-0.5130426673033746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46202081782829996,-0.3563081848364028
"Akamai Technologies, Inc.",AKAM,-0.27797685151251017,-0.3156316188493873,-0.607243173473657,-0.31756405154805756,-1.427529635602492,-0.47959967154222977,-0.5789732101949029,-0.00655313428477736,-0.4487233891592907,1.1199031008937692,0.02987433860069721,0.07094843103063496,0.4239757493265491,-1.5437135190778914,-0.22315836349424142,-0.04258688976153851,-0.01636047272773865,0.3849287897370133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09675327512906706,-0.25935878544235597
Albemarle Corporation Common St,ALB,-0.4494334311901814,0.21244368563613963,0.47318320051352253,-0.33143168772654874,-0.5103493099895039,-0.48052342031072676,0.35745604635457157,0.013257460626945137,-0.4270709995609093,0.0060558585907155215,0.052715110994470855,-0.275850729189248,-0.23897876144156424,1.6649736022138546,-0.22681308305445036,0.058673563099701065,0.21065779079532823,0.40267526122002517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.23843341111258198,-0.01754844253906304
"Alaska Air Group, Inc. Common S",ALK,-0.4013540458245725,-0.13541544350908838,1.0463784325596703,-0.3052176526665991,-0.3994000770524489,-0.3075348297425627,0.564481537519751,-0.08895424476312569,-0.44273714027032646,1.458769092699461,0.021731106703786602,-0.40614259245621515,0.604754860953237,-0.45415497919578135,-0.19270236715916714,-0.3416260232801305,-0.7359201277814166,-0.5165919615999769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.347257450722912,-0.06320736432696533
Allstate Corporation (The) Comm,ALL,-0.32608138382218266,0.8309763339455765,-0.29516013124236706,-0.13730314895771048,-0.1775016111783388,-0.053774699033174424,0.11432145789313994,-0.057666377079484486,-0.20532505667395654,-0.046231697971162035,0.015772644340193476,-0.3099978532053119,-0.4986386828640279,0.5642544114750772,-0.31939931191307624,-0.2875088666545644,-0.6067683948230641,-0.8715213912602093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8013751533902235,-0.1649219263364479
Allegion plc Ordinary Shares,ALLE,-0.4927526572129503,-0.9240358386997761,-1.0041217073059772,-0.38889154275201754,-0.7988173156258468,-0.5150456293122948,-0.4417586404691444,-0.05060602756254822,-0.4864240204600018,-0.07346907439319779,0.02967572318857744,0.0527850671923031,0.13885718326314578,1.0162607711700884,3.4894275897513163,-0.07299292106147004,-0.056469706565736306,-0.0054935828892422375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.36735136735937024,-0.2183783869496087
"Alexion Pharmaceuticals, Inc.",ALXN,-0.3074302097470076,0.3898658117463566,-0.12684949517167374,-0.31719414249478106,-1.427529635602492,-0.4081104913042105,-0.5861950296541535,0.17879272100339155,-0.2406057150195544,2.087217520458512,0.022326952940145913,0.9001665347966121,-0.22684396371043417,-1.1614612272370488,-0.2292495627612563,-0.016644129111138283,-0.12465540409033216,1.9111253372760129,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9603739660945956,0.26723500322343213
"Applied Materials, Inc.",AMAT,0.8218561807893366,-0.7169269395199365,-0.12227286995731641,0.29581717001743574,-0.6360917739848329,-0.12649863893159669,-0.5428641128986508,-0.1047759505804216,-0.055414100454574886,0.003497942852462162,0.011403105273558516,-0.25260162347618326,-0.18620984584238498,1.462686805436766,-0.09037021947331748,-0.24817629405557046,-0.4711991844506321,0.07259089163600896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1064809831742888,-0.5245617448214244
"AMETEK, Inc.",AME,-0.3441353179758472,-0.469653582657666,-0.536881520371423,-0.2923981935062217,-0.9245597796211757,-0.43286757722707764,-0.48268228407156366,-0.07360604405702226,-0.4209573836743076,0.2152351740238905,0.03901064755820667,-0.12957510574454878,0.11058287712956606,0.5949462013309111,-0.18417468818534635,-0.030033941059731964,0.07990168848345568,-0.012592171482446892,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3888376934005015,-0.379007686749933
"Affiliated Managers Group, Inc.",AMG,-0.5306264696671459,1.2640539646083104,0.6110877043478844,-0.4002730884238116,-1.057698859145642,-0.4599456399552136,1.053157987595698,-0.043637140168897325,-0.46196955691359465,0.902056160187577,0.013985105631115538,-0.26906974002293743,-0.5786789939878705,0.44288233340882416,-0.25909643916962916,-0.34218393211132186,-0.7567769293771754,0.34588655247438793,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6294845450611727,0.5056664126357798
Amgen Inc.,AMGN,-0.012253808644407388,0.44784233327056117,-0.5638856919227258,-0.1317748271381406,0.6805057902015536,1.2583508548787845,1.4551726041606396,-0.1557071194682256,0.9337180031985415,0.5390557387955102,0.03861341673396713,-0.34511368995942016,0.39342699900264677,-0.1862993586357747,-0.17138316972461515,-0.2819297783426504,-0.5273521118238288,0.6830695106516088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4361076106909904,0.5596427091706245
"Ameriprise Financial, Inc. Comm",AMP,-0.4341849529836129,0.4544782001920062,-0.4466614141124892,-0.2910854481912068,0.3328648603321143,-0.160539632075539,0.8702052279613532,-0.02445012846338351,-0.3302720813563808,0.23927429116697715,0.01438233645535508,-0.33397349347190997,-0.606199143004412,0.9269755643167528,-0.22437660334764442,-0.31596221704532595,-0.6998218173272187,-0.5627327874558071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7240243796421507,0.18570740283934092
American Tower Corporation (REI,AMT,-0.2738543243700829,-0.4123755734409818,-0.5580096620936283,-0.1429606530905259,0.06658670128318234,-0.053774699033174424,-0.5332350202863168,0.12909680401413723,0.10061047165140857,0.022552104480163346,0.03305218519461354,0.8006313009625535,0.33483055686267094,1.4319950155809318,0.0625188821287555,0.6012399014333403,1.37783649548106,2.0956886406993336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.20835255465499816,0.1403083990122806
"Amazon.com, Inc.",AMZN,-0.09021876534560692,0.4464453086555201,-0.616950509116049,-0.07495407180550798,-1.427529635602492,1.2165732723839462,0.16968874041406012,0.7781638664766536,4.9140640463692264,0.027347559051217125,0.0823088074003167,3.7401901045581813,0.3936262035504338,1.09159516445259,0.9433062961391042,2.8351068615237165,4.285755948735891,-0.03388793726206085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7970778881819973,6.254012034616318
"AutoNation, Inc. Common Stock",AN,-0.42735441430233617,-0.16405444811743045,3.427690356745896,-0.0820156733411419,-1.427529635602492,-0.4389485364568819,-0.01085674606720103,-0.05249724682002979,-0.5253983217370883,1.254051755776581,0.016368490576552788,-0.48388178968427553,-0.20374436072598537,-1.9078297532766506,-0.3084351532324495,-0.3580843338002768,-0.7928752398313733,-1.0915776376495534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205447698851445,-0.41193062845657985
"Anthem, Inc. Common Stock",ANTM,-0.34069961674315713,2.3582734943392336,1.7504463971601851,-0.32223444224209,-0.2588643819988457,0.3052030468483993,1.207223469393041,-0.062001358518639534,-0.01860503813732654,-0.06721326571364952,0.024114491649223854,-0.2891705293373581,2.674881831054611,1.321783588371346,-0.309044273159151,-0.2462236131464006,-0.4968690941069506,-0.9744509258616768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053780623046804504,0.4669386364703295
Aon plc Class A Ordinary Shares,AON,-0.447614992797582,-0.23565195963828567,-0.9556423612033214,-0.338492559418605,-0.5991086963391478,-0.21933771114234848,0.2322778423942306,0.1308760917081092,-0.18125269412046194,-0.21445622310002488,0.04000372461880552,-0.16880797163534556,-0.09730563983108344,0.20153325863340144,-0.06844190211206397,-0.12153098937512204,-0.3276081273106004,-0.2042540634989724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9560767008863692,0.17123863635247244
"Air Products and Chemicals, Inc",APD,-0.3740507513075133,0.18380468102779757,-0.6470843176303489,-0.3545106796986666,0.6657125591432795,-0.10483618874908793,-0.3839840847951408,-0.06068496947900182,-0.20392401969994361,0.23887605896224084,-1.4428589422674036,0.5349618325538863,-0.18458764923285853,-0.8880252812487086,-0.1640737306041973,-0.035613029371645975,0.05102304012009741,-0.05873299733827707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4962693236061583,0.3983202948080549
Amphenol Corporation Common Sto,APH,-0.41788658986238886,-0.5492839857150074,-0.7556522071297656,-0.2920049294584601,-0.7396443913927508,-0.3632382730690138,-0.38157681164205737,-0.0850067209429709,-0.3046713148312358,-0.3016770760787552,0.06502926654589665,-0.07750679607466408,0.4224635035995545,-0.017494514428687217,-0.06052334306494466,0.023525306734642648,0.2339211464213668,0.04774583155979259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.01927288549304226,-0.22574272917346386
"Activision Blizzard, Inc",ATVI,0.6506997927564248,-0.5384570449484389,0.4521682719549399,0.01653048260741446,-0.9837327038542718,-0.2580206578968284,-0.7017441410021604,0.09173586245980306,-0.10788930348124035,-0.10349270459788171,0.029079876952218125,0.20366207614271298,0.09086100358056078,1.7709997853521904,-0.1726014095780181,0.0564419277749354,0.12241747635173329,0.8108441053292922,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5865118929789099,-0.4468462745296816
"AvalonBay Communities, Inc. Com",AVB,-0.5012971173005621,1.6213430099050654,-0.8326109539330862,-0.3724384356996715,0.8284381007842935,-0.3849007232515225,0.8003943065219322,-0.12979957873558076,-0.2487572028683568,-0.46692648026046296,0.17168574285421362,-0.11916144381057187,0.34348239084096543,0.6814412454700799,-0.2603146790230321,0.5169956679234383,1.636942146074525,3.32729376162034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5750125067589045,0.7005182439469606
Avery Dennison Corporation Comm,AVY,-0.4934644728983507,-0.5995768718564861,-0.6781384667960415,-0.3645204843662517,0.09617316339973037,-0.4745987401858106,-0.1577004084052935,-0.07007791880951333,-0.4880797914292898,0.011116861321483996,0.03523695472793102,-0.17413589169458962,0.2752523098735929,0.5503035979042434,0.050945603521427296,-0.13994198080443834,-0.21209353385716734,-0.747296090879128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6854786086560662,-0.16084987828325736
"American Water Works Company, I",AWK,-0.4665080490409689,0.05772320952034054,-0.884074027545503,-0.3594079301047545,-0.014776069537324764,-0.33848118714614667,-0.37916953848897383,-0.0993411976481366,-0.39828605809482587,-0.3767321663354737,0.06761126690345368,0.008224281242262276,0.612686928754958,0.6828363268271633,-0.2511778801225098,0.08015305310057005,0.40237992854095683,0.35653443536419466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.410453635329585,-0.17653159525405496
American Express Company Common,AXP,0.020184177513639167,-0.17348436426895772,-0.24412246443612148,0.02803160098534821,-0.1775016111783388,-0.5891466821151765,0.3502342268953213,-0.047103744795495485,0.2912788671148022,-0.05060462970795492,0.03940787838244621,-0.40178338513501555,0.1869862602326237,-0.06632236192660504,-0.20975772510680876,-0.27160846496560936,-0.5722744537223862,-0.33912724676986067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04505647674239991,-0.17445225156731942
Acuity Brands Inc (Holding Comp,AYI,-0.47519286051013565,0.47368728864882115,0.28436425452291264,-0.3816344647781674,-1.205631169728382,-0.4990463625346419,0.6655870099492573,-0.004097182518416284,-0.48132934055450033,0.5125662617337182,0.01994356799470867,-0.1186770874415496,0.29581846548733676,-3.4340487579258547,-0.15676429148377946,-0.03728675586522025,-0.010745179990418956,-0.3675216011426793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8874500734427009,1.116993456536043
Boeing Company (The) Common Sto,BA,-0.07888849536094887,-0.9194955087008927,0.21974974067911762,-0.0800317152158738,0.9615771803087596,0.7539252292003662,0.8220597648996837,-0.07248234262745833,0.8086436115184796,-0.567051993814936,0.023915876237104082,-0.16057391336196844,0.24184762989134623,1.21157216116176,7.820270268598883,-0.11706771872559081,-0.15032531374665067,-0.747296090879128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.29429785881952364,0.5651009863483054
Bank of America Corporation Com,BAC,14.447487354001131,-0.1259855273575611,2.654169931072899,17.3791580186995,-0.43638315469813377,-0.5891466821151765,-0.6487841316343239,0.08633553782663654,2.463140910830092,0.3203098207451303,0.021929722115906373,-0.3591600246610635,2.067229271291179,0.30476927905757073,-0.3577738672952699,-0.28499827691420304,-0.6829759391152597,-0.09777523460090258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1838317569223618,-0.6280957325568005
Baxter International Inc. Commo,BAX,-0.15339889062141068,-0.42913986882147476,-0.32517753794130616,-0.33964960477038614,-0.7026613137470659,-0.28432506168987476,1.1590780063313713,-0.02614219136092752,-0.21538704948732199,-0.40233755109511565,0.03225772354613446,-0.5846279144408896,0.27933401066750124,0.9674329236721706,-0.20610300554659983,0.0318939392025137,0.1873944351692894,-0.16166253193974447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4919720583979321,-0.39876145177392114
Bed Bath & Beyond Inc.,BBBY,-0.2431184719883416,-0.31004352038922295,0.3909064878131014,-0.23901816407986337,-0.2736576130571197,-0.3678802266795514,0.09265599951538864,-0.25071044385473734,-0.5079490430607456,-0.3322732862579043,0.02629926118254133,-0.5233568337595834,0.09620512927940962,-1.454428312224556,-0.2907706753581064,-0.3990906328928449,-0.8337866583461309,-0.9957466916412907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9304227255249637,-0.4554235672374659
BB&T Corporation Common Stock,BBT,0.1055297622975068,0.19183757256428388,0.48243651302901835,0.22148235835173433,0.6583159436141424,-0.5891466821151765,-0.34306044119272167,-0.030545681877219417,-0.14049525487644993,0.37309727371283585,0.050133110636913836,-0.3543164609708417,-0.509767946487324,-1.0275334169570454,-0.33645466986071787,-0.26407669574452547,-0.5634504222780268,0.051295125856394994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36735136735937024,-0.42934513183299045
"Best Buy Co., Inc. Common Stock",BBY,0.10064496841315151,-0.43682350420420063,1.292483785772989,-0.08143301488497794,0.37724455350693636,-0.18993867160894373,-0.0927040332720395,-0.11696418325944312,-0.38771459729091023,-0.6797980101353033,0.022326952940145913,-0.41776714531274756,0.523735185187435,1.034396828812172,-0.22072188378743549,-0.27941918860228904,-0.5466045440660676,-1.0241410460141094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2140422292678974,-0.43428357308898746
"C.R. Bard, Inc. Common Stock",BCR,-0.5253045904612851,-0.1630066796561496,-0.6712086601966891,-0.39655125109954253,-1.116871783378738,-0.4112051270445689,0.6824379220208417,-0.05920620090765389,-0.3497592319949241,-0.5091190052630667,0.03583280096429033,0.13318822444998546,0.08939098619634636,0.7274789302538313,0.25073693947951464,-0.04900284132023965,0.01492472966589957,0.5694920931603343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3157841848606549,1.183879011792705
"Becton, Dickinson and Company C",BDX,-0.47108149232413665,0.278802354850591,-0.6917863897544714,-0.3736147002656643,-0.2440711509405717,-0.08472105643675837,0.4368960604063265,-0.06360680908683752,-0.08165170196790761,-0.31123442550657493,0.036230031788529876,0.012583488563461915,0.10906868037448754,0.24757094341715263,-0.10133437815394422,-0.10563058768616705,-0.12866632747413198,-0.04098652585526551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12683413158665108,0.7019044730714512
